Word,InverseAverage,InverseLinearRegressionSlope,IndexAboveThreshold(0.3),IndexPolynomialFitAboveThreshold(0.3),InflectionPointPolynomial
semiconductor,0.755259923,1.68102147,5,8,8.062877349
semiconscious,0.949878748,3.654555558,11,11,11.03581452
semidarkness,0.901149712,2.850818318,6,11,10.13719532
semifinal,0.521687968,1.064127436,4,5,6.100868556
semilunar,0.916003579,2.75232076,9,10,10.00675476
semimonthly,0.915191708,2.680863855,10,11,9.950057436
seminal,0.930937264,2.944733384,10,11,10.27620406
seminar,0.967014903,4.228332636,11,11,11.65347679
seminary,0.907215885,2.859802655,11,10,10.12944143
seminole,0.834786051,2.4954983,2,11,9.912884246
semipermanent,0.992986399,4.810676374,11,11,11.95988952
semipermeable,0.939546243,3.112219323,10,11,10.46879436
semiprecious,0.986287253,4.556936947,11,11,11.77076598
semiprivate,0.854258147,2.278256849,6,10,9.256178624
semiskilled,0.967757299,3.867897985,11,11,11.21164701
semisolid,0.911321619,2.815074444,10,11,10.1058682
semisweet,0.769615676,1.751549492,6,7,8.172968754
semite,0.863612947,2.422689497,6,10,9.497790722
semitic,0.758853802,1.721813743,5,8,8.119411652
semitism,0.787516085,1.913929856,5,8,8.511564819
semitropical,0.888602786,2.605357388,9,10,9.819003382
semolina,0.906830711,2.883789038,8,10,10.14178619
sen,0.935133278,3.211625112,11,11,10.56435046
senate,0.531171037,1.253566529,2,2,6.167099944
senator,0.505055054,1.222376966,2,2,5.931986322
senatorial,0.687969405,1.504942889,4,6,7.486757435
send,0.429068786,1.125782916,0,2,5.182795082
sender,0.738021351,1.620916178,5,8,7.955451399
seneca,0.743915458,1.87955764,2,4,8.520512647
senegal,0.809992024,1.962176715,6,9,8.677503627
senegalese,0.989672742,4.653213861,11,11,11.84920405
senescent,,,,,
senile,0.939450723,3.284827043,11,11,10.63762334
senility,0.83993212,2.182841855,5,9,9.093570307
senior,0.665180812,1.461681592,5,6,7.378329258
seniority,0.985725879,4.538655248,11,11,11.75762642
sennacherib,0.845638433,2.10855331,8,9,8.947684324
senor,0.688951994,1.831099493,2,2,8.22898555
senora,0.49817241,1.142148275,3,3,5.81563309
senores,0.796467509,2.01394898,5,7,8.671047677
senorita,0.91704647,2.832313859,9,10,10.07137445
senors,0.693673799,1.550820789,4,5,7.604258381
sensation,0.685953132,1.560791702,4,5,7.610600573
sensational,0.84880023,2.345575888,9,10,9.448032958
sensationalism,0.970945348,4.06183317,11,11,11.41268378
sensationally,,,,,
sense,0.562229811,1.426343815,0,1,6.775520618
senseless,0.810522626,2.030010021,7,9,8.81044153
senselessly,0.932518319,3.199142662,11,11,10.55490566
sensibility,0.830219872,2.182893862,9,10,9.106334907
sensible,0.773138142,2.094214253,3,10,9.052800266
sensibly,0.877292706,2.845508079,3,11,10.37594159
sensitive,0.612452226,1.406606765,1,3,7.014261295
sensitively,0.971454446,3.983310899,11,11,11.31953836
sensitiveness,0.938999193,3.101011768,10,11,10.45623284
sensitivity,0.841823166,2.291298596,10,10,9.348173529
sensitize,0.935428474,3.175870192,11,11,10.51230881
sensor,0.830902493,2.403784064,4,11,9.645838277
sensory,0.73967378,1.719043075,4,8,8.100408209
sensual,0.924803417,3.145692103,11,11,10.52053322
sensuality,,,,,
sensuous,0.852335736,2.161214424,8,9,9.076775229
sensuously,0.947698899,3.517908979,11,11,10.88726036
sentence,0.14251234,0.869868947,0,1,0.664269508
sententious,0.947434428,3.481185599,8,11,10.82305666
sentient,0.967357669,3.983206197,11,11,11.3258849
sentiment,0.81396054,2.113390693,4,10,8.982846709
sentimental,0.773484399,1.880808241,3,9,8.558925417
sentimentalist,,,,,
sentimentality,0.932375808,3.300662401,11,11,10.68811676
sentimentally,0.975865643,4.097883614,11,11,11.41941599
sentinel,0.905222416,2.928503927,11,11,10.28361693
sentry,0.579097072,1.321818125,3,2,6.602677136
seoul,0.951212218,3.433621491,9,11,10.78960724
sep,0.976528606,4.405459422,11,11,11.72136667
sepal,0.833524581,2.15578603,6,9,8.995312866
separable,0.940993366,3.55176665,11,11,10.9728666
separate,0.411434237,1.038165419,1,2,5.163967945
separately,0.667917345,1.517434766,1,6,7.524393724
separateness,0.979528327,4.229405181,11,11,11.52759897
separation,0.736004422,1.916309802,3,10,8.711147658
separatist,0.744378887,1.723416575,4,8,8.11226381
separator,0.976548363,4.240985234,11,11,11.52813917
sephardic,0.831086072,2.100869462,6,9,8.935991262
seppuku,0.976696709,4.124547362,11,11,11.4421879
september,0.501734713,1.200093262,1,2,5.991298937
septic,0.811579745,1.859708897,7,9,8.522735037
septicemic,,,,,
septum,0.804163494,1.840089898,7,8,8.458001155
sepulcher,0.833471442,2.20737043,6,9,9.061474514
sepulchral,0.994794369,4.974648688,11,11,12.07653129
sepulchre,0.857839901,2.462669502,3,10,9.634626984
sequel,0.72342921,1.543210114,5,7,7.720212276
sequence,0.541808103,1.462836449,0,1,6.716336198
sequential,0.772287669,1.702031121,7,8,8.151875962
sequentially,0.884275928,2.421756508,8,10,9.531888811
sequester,0.890083972,2.864435149,11,11,10.26798536
sequestration,0.88040745,2.325455389,9,10,9.399478341
sequin,0.874170153,2.518714161,7,10,9.637432588
sequoia,0.33940513,0.940700669,1,2,4.587839051
sequoias,0.338396852,0.991513323,0,0,4.531146928
sequoya,0.757156972,1.730807131,5,8,8.144651714
sequoyah,0.763707823,1.868761541,3,8,8.425710133
serapes,0.947811375,3.458123016,11,11,10.84990966
serbia,0.552094342,1.330475203,2,2,6.457243686
serbian,0.817652372,1.91834027,6,9,8.646853988
sere,0.78235352,1.6769387,8,9,8.185534594
serena,0.872728149,2.535281595,5,10,9.709223127
serenade,0.525438151,1.13181786,3,4,6.148842535
serendipity,0.673589713,1.471013737,3,6,7.411977347
serene,0.777675767,1.986585109,4,10,8.732814395
serenely,0.909205878,3.035658673,11,11,10.45467337
serengeti,0.843096083,2.129934988,7,9,8.981808519
serenity,0.900893131,2.753369405,11,10,10.00180577
serf,0.692546164,1.543522338,4,6,7.600681359
serfdom,0.789388417,1.846214911,5,8,8.432924501
serge,0.65556462,1.32974266,5,6,7.0963596
sergeant,0.322110591,0.934607325,1,2,4.282898629
sergei,0.991557702,4.741497681,11,11,11.91181059
sergio,0.74879993,1.652031715,5,8,8.004216152
serial,0.823084193,1.951436051,6,9,8.718874486
serialize,,,,,
series,0.560856317,1.329709432,1,2,6.570275143
serious,0.572276418,1.283520958,2,3,6.60507582
seriously,0.683119461,1.593067329,3,5,7.730954213
seriousness,0.804203873,1.994477131,6,9,8.742900824
sermon,0.671674796,1.413300926,4,6,7.31517818
serology,0.741040366,1.515649574,6,8,7.778166726
serous,0.974774413,4.05627663,11,11,11.38522912
serpens,0.939852815,3.510831207,11,11,10.93886999
serpent,0.585806554,1.472474217,0,2,7.030887283
serpentine,0.915736821,2.689206343,10,11,9.960825717
serra,0.540268251,1.140645942,4,4,6.172748651
serrate,0.867367842,2.407163711,6,10,9.451912385
serration,0.940508895,3.359680783,11,11,10.71689951
serried,,,,,
serum,0.61160949,1.446147903,2,3,7.015412525
servant,0.523575021,1.23364102,1,2,6.175305692
serve,0.336355229,1.059749745,0,1,3.798419507
server,0.679005313,1.411786923,3,8,7.423760839
service,0.395805649,1.069297409,1,2,4.820673032
serviceable,0.823357032,2.006426185,6,9,8.783910438
serviceableness,0.908126395,2.864500652,6,11,10.13978625
serviceman,0.892207035,2.899909584,6,11,10.32115568
serviette,0.879707382,2.532660683,10,10,9.712168805
servile,0.885303131,2.671892419,11,11,9.932913804
servility,0.951978433,3.699886655,11,11,11.06654705
serving,0.349758574,1.05431262,0,1,4.0492108
servitor,0.854461888,2.378302429,9,10,9.493347781
servitude,0.831998114,1.988096226,8,9,8.75855803
servomechanism,0.966860496,3.854441182,11,11,11.19593871
sesame,0.886016781,2.821006809,11,11,10.25666651
sesquicentennial,0.874894631,2.574301865,5,10,9.733124234
sesquipedalian,0.790025144,1.813419373,5,8,8.38641095
sessile,0.899646594,2.580065573,8,10,9.753233405
session,0.681241307,1.453114255,5,6,7.411746209
set,0.394576661,1.045905008,0,2,4.933576094
setback,0.911648344,2.830683419,9,11,10.1303572
seth,0.809293337,2.265654311,0,10,9.429016804
seton,0.866311109,3.66667315,0,1,12.89056179
setsuko,,,,,
settee,0.715131993,1.552451804,5,7,7.676067601
setter,0.744190989,1.782334836,2,9,8.262467285
setting,0.813306186,2.018308253,7,9,8.818943871
settle,0.520286589,1.188769957,2,3,6.134784197
settlement,0.603043556,1.346705083,4,3,6.851812659
settler,0.562280238,1.347413301,1,2,6.592340243
setup,0.80846895,2.283297474,5,10,9.431749693
seuss,0.747729335,1.853397405,4,5,8.351371153
sevens,0.933034723,3.302838567,11,11,10.682267
sever,0.814429063,1.977235189,8,9,8.758650573
severance,0.986029186,4.491559953,11,11,11.73078203
severe,0.518244835,1.175327361,2,3,6.102220288
severely,0.701515241,1.660488891,2,4,7.894107524
severity,0.87494063,2.475408607,8,10,9.588315542
severn,,,,,
severus,,,,,
seville,0.861640218,2.3912011,4,10,9.504754102
sew,0.45467793,1.18649185,0,1,5.525608279
sewage,0.606695048,1.3457334,2,3,6.856545498
seward,0.675267851,1.456744664,3,6,7.38673261
sewer,0.594422915,1.410075486,0,2,6.975740197
sex,0.426316295,1.073702122,2,2,5.179625025
sexagesimal,0.918849516,2.778900683,9,10,10.05138494
sexiness,0.881543224,2.967968652,3,11,10.57681712
sextant,0.757098684,1.619203972,7,8,7.997917577
sextet,0.806050157,2.224337568,5,10,9.282079586
sexton,0.935278428,3.054410153,10,11,10.39110357
sexual,0.666925603,1.364734289,5,6,7.21500848
sexuality,0.992083216,4.766710929,11,11,11.9294319
sexually,0.750946977,1.592040157,6,8,7.930508418
sexy,0.471402841,1.183821142,1,2,5.652434345
seymour,0.84967124,2.418873031,4,10,9.584129255
sfc,0.838151875,2.144850164,6,9,9.023173216
sgraffito,0.971221961,3.935881655,10,11,11.28208091
sgt,0.93025779,3.067729403,9,11,10.36066077
sha,0.841183995,2.32975729,8,10,9.409492649
shabbat,0.892739273,2.872227345,11,11,10.24407669
shabbily,0.901009303,2.975196095,6,11,10.34819556
shabbiness,0.798321909,1.984773471,5,8,8.6651248
shabby,0.670331328,1.516603474,4,5,7.489506514
shack,0.76625375,2.062899013,2,10,9.005268078
shackle,0.895988982,2.624607276,10,10,9.812661016
shad,0.768350852,1.952932031,8,10,8.690844966
shade,0.505258271,1.183501679,1,2,5.992302835
shading,0.953046294,3.637819219,11,11,10.99551291
shadow,0.664972587,1.633827702,2,2,7.787760019
shadowy,0.809942671,2.156737419,11,10,9.118726306
shady,0.451751606,1.161270317,1,1,5.46430154
shaft,0.756042206,1.840174794,3,9,8.388080093
shag,0.771471311,1.777975035,5,8,8.294710009
shaggy,0.645129089,1.437294678,5,5,7.254977593
shah,0.787029805,1.839102705,6,8,8.400389768
shahs,,,,,
shake,0.596322429,1.45154642,0,2,7.071080998
shakedown,0.547339614,1.241244414,2,3,6.325621868
shaker,0.647828015,1.60141342,2,2,7.602054629
shakespeare,0.693579063,1.44858372,5,7,7.457965711
shakespearean,0.857818036,2.190382506,9,10,9.154910399
shakily,0.841181481,2.326986922,11,10,9.408354499
shakiness,0.800195318,1.748845025,8,9,8.36063495
shaky,0.788777753,2.303643644,1,11,9.625226229
shale,0.614431613,1.372791002,3,3,6.929161912
shallop,0.80164208,1.790014562,7,9,8.391500419
shallow,0.384928783,1.038140955,0,1,4.866225228
shallowly,0.972183756,4.073847489,11,11,11.39882297
shallowness,0.922997188,3.214063918,11,11,10.62994326
sham,0.828724868,2.379345312,11,10,9.603832887
shaman,0.672750399,1.718110462,2,2,7.942298096
shamble,0.829571665,2.404327251,11,10,9.643088785
shame,0.727139034,1.858427226,4,10,8.472708225
shamefaced,0.811534179,2.248761028,3,10,9.321050452
shamefacedly,0.781372736,1.844497953,5,8,8.398861147
shameful,0.693955416,1.894275912,1,2,8.648320345
shamefully,0.943001638,3.502624388,11,11,10.89425609
shameless,0.82514861,2.237956418,10,10,9.280117939
shamelessly,0.910855193,2.907278842,11,11,10.2085056
shamelessness,0.923590764,3.207617539,11,11,10.65060081
shampoo,0.8654076,2.498708407,11,10,9.6728128
shamrock,0.896075368,2.764225819,11,11,10.04096184
shan,0.848825859,2.540061153,10,11,9.918523551
shana,0.586178376,1.705665082,0,1,7.591958942
shane,0.745809894,1.780897406,4,7,8.201194669
shanghai,0.805590969,1.987690399,5,9,8.728193914
shank,0.735626537,1.839283881,3,3,8.342980557
shannon,0.706194755,1.959532082,2,2,8.770143606
shantung,0.945665709,3.243344881,10,11,10.61245195
shanty,0.863273266,2.482856165,9,10,9.652770352
shantytown,,,,,
shape,0.336993073,1.0039188,0,1,4.204231568
shapeless,0.773620752,1.808583065,5,8,8.337539222
shapely,0.842958295,2.043538562,9,10,8.917018403
shaper,0.788728899,1.921169981,6,9,8.602737719
shapiro,0.943443147,3.426017806,11,11,10.84966332
shard,0.976053696,4.10145629,11,11,11.42304407
share,0.559141546,1.343371842,1,2,6.604607546
sharecrop,0.948664008,4.179420831,11,11,11.90667233
sharecropper,0.820023247,2.089052046,8,10,8.959929649
sharecropping,0.711567061,1.440379281,6,7,7.522780775
shareholder,0.784670645,1.833056246,6,9,8.420227327
sharer,0.927381029,3.157608587,11,11,10.50304837
shark,0.177679932,0.885692982,0,1,1.695906293
sharon,0.668908922,1.758656564,2,2,8.130356482
sharp,0.547981346,1.250877948,2,3,6.367339358
sharpen,0.721858128,1.754310276,4,9,8.167639582
sharpener,0.694916539,1.560836012,4,7,7.667186092
sharpers,0.941624233,3.373760997,11,11,10.7306986
sharply,0.712434075,1.755697971,5,9,8.208346806
sharpness,0.795518658,2.195338102,2,11,9.263659191
sharpshooter,0.955408337,3.47654434,10,11,10.85373873
sharpshooting,0.869784218,2.208002319,9,10,9.219270788
shasta,0.905504699,3.137226673,3,11,10.63867411
shatter,0.757355831,1.797396973,5,9,8.325566886
shatterproof,0.780130134,1.735971465,6,8,8.22140957
shaughnessy,0.844941954,1.975611417,9,10,8.838109564
shave,0.60538678,1.38172616,2,3,6.951770712
shaver,0.659673098,1.359165592,5,6,7.127146867
shaving,0.77775372,1.967795761,4,9,8.707675886
shaw,0.92404246,3.083848425,11,11,10.44084564
shawl,0.622738677,1.411468776,3,3,7.048668558
shawn,0.755548248,1.983881589,1,10,8.799926365
shawnee,0.749399469,1.818429665,3,8,8.296308126
shay,0.860839637,2.437167419,5,10,9.554476207
shays,0.833130944,2.162135888,5,10,9.064252417
shea,0.955133604,3.967999468,11,11,11.53560129
sheaf,0.782049586,1.890272741,4,8,8.490562139
shear,0.688486709,1.596428802,5,5,7.740775878
shearer,0.876553398,2.475031927,7,10,9.567527054
sheath,0.858843792,2.37414466,9,10,9.456923858
sheathe,0.825067943,2.054740567,6,9,8.848522064
sheave,,,,,
sheba,0.867559834,2.473492075,5,10,9.618593102
shebang,0.991246344,4.781671364,11,11,11.93769062
shed,0.592645759,1.407565445,1,2,6.925704977
sheen,0.893066871,3.04845346,11,11,10.64079216
sheeny,0.993513274,4.926179937,11,11,12.04551506
sheep,0.526811764,1.258850635,2,2,6.264169885
sheepdog,0.762172774,1.95315494,1,10,8.745850377
sheepfold,0.88573658,2.613619178,6,10,9.780753617
sheepherders,0.851933948,2.227685184,8,10,9.20120841
sheepish,0.874952714,2.665295416,11,11,9.973263318
sheepishly,0.877479079,2.695494618,11,11,10.01206344
sheepishness,0.869000958,2.524895493,4,10,9.714178996
sheepskin,0.610194935,1.320475446,4,4,6.82267041
sheer,0.731595042,1.814819406,5,10,8.356845414
sheet,0.499128151,1.220358125,1,2,5.998284899
sheetlike,0.897692764,2.557234505,8,10,9.719113652
sheetrock,0.828026921,2.199408106,5,10,9.121701658
sheffield,0.928611354,3.255458147,11,11,10.6560649
sheik,0.748999496,1.688544568,6,7,8.027323575
sheikdoms,0.943925853,3.204953067,10,11,10.5710117
sheikh,0.787290693,1.879038577,5,8,8.481713096
sheila,0.77830975,1.927211412,4,9,8.571459197
sheilah,0.641304352,1.547031965,2,2,7.399565529
shelby,0.804521591,1.983785201,8,9,8.725865305
sheldon,0.821297224,2.291456013,5,10,9.425681253
shelf,0.638430037,1.525894599,2,3,7.41441884
shell,0.42232182,1.066352578,0,2,5.228805904
shellac,0.88981631,2.822741553,10,11,10.28057485
shellacked,0.940173975,3.388114763,11,11,10.75548138
shelley,0.863402895,2.655649628,1,11,10.10529153
shellfish,0.57969105,1.265462412,2,3,6.596086168
shelly,0.850964124,2.2750361,10,10,9.314535765
shelter,0.615105898,1.43999768,2,3,7.14163099
shelton,0.899862181,2.873660088,4,11,10.21483416
shelve,0.615137972,1.472278276,0,3,7.217617577
shen,0.939671686,3.417926556,11,11,10.83977538
shenandoah,0.849234645,2.185634674,9,10,9.15416499
shenanigan,0.988074285,4.580884635,11,11,11.79683612
shepard,0.768733992,1.970524637,3,10,8.705803671
shepherd,0.590574096,1.406240381,1,2,6.948629914
shepherdess,0.600095395,1.235729711,4,5,6.661346331
sheraton,0.962122126,4.095829099,6,11,11.49172242
sherbert,0.768835828,2.095760445,3,3,9.043198305
sherbet,0.862944429,2.432505519,5,10,9.55703884
sherbrooke,0.958791653,3.669625989,9,11,11.01050148
sherd,0.981675538,4.605041351,11,11,11.86926584
sherds,0.908674613,3.244910803,3,11,10.88074325
sheridan,0.837257907,1.985356758,8,9,8.791826028
sheriff,0.666895642,1.45634611,4,6,7.362495737
sherman,0.728407735,1.975202752,0,10,9.003894475
sherpa,0.927445408,3.465253304,11,11,11.0141737
sherri,0.737911375,1.803022985,0,8,8.348542875
sherrie,0.869379973,2.612599508,4,11,9.918921058
sherrill,0.856713757,3.129331528,1,11,11.48825386
sherry,0.882313652,2.57487395,10,10,9.795821803
sherwood,0.855767656,2.522407664,10,10,9.813994539
sheryl,0.850729013,2.04247606,9,10,8.948582621
shetland,0.762536089,1.715381155,4,9,8.182952867
shew,0.905884317,2.776507688,11,10,10.01932311
shewed,0.943845079,3.298418763,11,11,10.6432022
shewing,0.984103571,4.410580847,11,11,11.66953757
shewn,0.980051767,4.312413929,11,11,11.5898859
shews,,,,,
shh,0.846747207,2.606867411,11,11,10.09118729
shi,0.923639277,3.066110588,11,11,10.42264398
shiela,0.964341955,4.070893622,11,11,11.47976697
shield,0.714082113,1.56976589,5,7,7.726979136
shift,0.637646051,1.469254413,1,3,7.273907147
shifter,0.974930371,4.092385675,11,11,11.4089969
shiftiness,0.9938357,4.880942265,11,11,12.00430357
shiftless,0.840492962,2.102576467,5,10,9.013136066
shifty,0.878632788,2.604390189,6,10,9.816425859
shikoku,0.776983106,1.869567627,4,9,8.50102214
shillalah,0.989716695,4.655234959,11,11,11.8506533
shilling,0.678154973,1.591627412,3,4,7.653421515
shiloh,,,,,
shim,0.896238163,2.682322133,7,10,9.900658243
shimmer,0.725017218,1.792412285,5,4,8.260180832
shimmery,0.805590806,1.957360167,7,9,8.692891622
shimmy,0.897692445,3.101858831,11,11,10.7194686
shin,0.84135422,2.313457004,10,10,9.381269419
shinbone,0.934274136,3.311565322,6,11,10.6848752
shindig,0.95881043,3.796521193,11,11,11.18468986
shine,0.488282556,1.236123755,0,2,5.823457608
shiner,0.631735895,1.267337189,5,6,6.898305828
shing,,,,,
shingle,0.732639911,1.76666682,1,9,8.249318706
shinnied,0.925901349,3.218561901,11,11,10.60623906
shinny,0.959106321,3.914437329,6,11,11.31490731
shinto,0.926066472,3.051758654,11,11,10.37238633
shiny,0.549513372,1.274455546,2,2,6.471395981
ship,0.316411762,1.086044824,0,1,2.962581271
shipboard,0.797096965,1.894857409,6,8,8.511141409
shipbuilder,0.622580488,1.544856902,2,2,7.335750926
shipbuilding,0.822645646,2.098371114,7,9,8.943345342
